ISIN,Symbol,Name,Series,Instrument_ID,Symbol_NSE,Name_NSE,Symbol_BSE,Name_BSE,Series_BSE,BSE_Code
INE378101013,SOLARSNIND,SOLARSON INDUSTRIES LTD,EQ,3219.0,SOLARSNIND,SOLARSON INDUSTRIES LTD,,,,
INE378501014,SOMDUTTFIN,SOM DUTT FIN. CORP. LTD,EQ,3228.0,SOMDUTTFIN,SOM DUTT FIN. CORP. LTD,,,,
INE378D01032,MADHUCON,MADHUCON PROJECTS LTD.,BE,13668.0,MADHUCON,MADHUCON PROJECTS LTD.,MADHUCON,MADHUCON PROJECTS LTD.,B,531497.0
INE378P01036,OMANSH,OMANSH ENTERPRISES LTD,,,,,OMANSH,OMANSH ENTERPRISES LTD,XT,538537.0
INE379A01028,ITCHOTELS,ITC HOTELS LIMITED,BE,29253.0,ITCHOTELS,ITC HOTELS LIMITED,ITCHOTELS,ITC Hotels Limited,B,544325.0
INE379J01029,VERITAS,VERITAS (INDIA) LTD.,,,,,VERITAS,VERITAS (INDIA) LTD.,T,512229.0
INE380601018,SIMBHALSUG,SIMBHAOLI SUGAR MILLS LTD,EQ,3159.0,SIMBHALSUG,SIMBHAOLI SUGAR MILLS LTD,,,,
INE380C01014,VAMSHIRU,VAMSHI RUBBER LTD.,,,,,VAMSHIRU,VAMSHI RUBBER LTD.,X,530369.0
INE380D01012,MODWOOL,MODELLA WOOLLENS LTD.,,,,,MODWOOL,MODELLA WOOLLENS LTD.,X,503772.0
INE380G01015,ZWELCAST,WELCAST STEELS LTD.,,,,,ZWELCAST,WELCAST STEELS LTD.,X,504988.0
INE380K01017,VIVOBIOT,VIVO BIO TECH LTD.,,,,,VIVOBIOT,VIVO BIO TECH LTD.,X,511509.0
INE380Z01015,ACTIVE,Active Clothing Co  Limited,,,,,ACTIVE,Active Clothing Co  Limited,T,541144.0
INE381301014,SINGER,SINGER INDIA LTD,EQ,3165.0,SINGER,SINGER INDIA LTD,,,,
INE381B01014,RADICOKHAI,RADICO KHAITAN LTD,BE,8367.0,RADICOKHAI,RADICO KHAITAN LTD,,,,
INE381G01013,TELECANOR,TELECANOR GLOBAL LTD.,,,,,TELECANOR,TELECANOR GLOBAL LTD.,X,530595.0
INE382A01014,GERMANREM,GERMANREM-DEP SETT,BE,6294.0,GERMANREM,GERMANREM-DEP SETT,,,,
INE382B01012,TRIUMPIN,TRIUMPH INTERNATIONAL FINANCE,,,,,TRIUMPIN,TRIUMPH INTERNATIONAL FINANCE,XT,532131.0
INE382M01027,BARBEQUE,BARBEQUE NATION HOSP. LTD,BE,3133.0,BARBEQUE,BARBEQUE NATION HOSP. LTD,BARBEQUE,BARBEQUE-NATION HOSPITALITY LI,B,543283.0
INE382T01014,FOURTHDIM,FOURTH DIMEN. SOLUT. LTD,SM,12162.0,FOURTHDIM,FOURTH DIMEN. SOLUT. LTD,,,,
INE382T01030,GVPTECH,GVP INFOTECH LIMITED,BE,10866.0,GVPTECH,GVP INFOTECH LIMITED,,,,
INE382T20014,GVPTECH-RE,GVP INFOTECH LTD,BE,757540.0,GVPTECH-RE,GVP INFOTECH LTD,,,,
INE382Z01011,GRSE,GARDEN REACH SHIP&ENG LTD,BE,5476.0,GRSE,GARDEN REACH SHIP&ENG LTD,GRSE,Garden Reach Shipbuilders & En,A,542011.0
INE383A01012,INDIACEM,THE INDIA CEMENTS LIMITED,BE,6299.0,INDIACEM,THE INDIA CEMENTS LIMITED,INDIACEM,INDIA CEMENTS LTD.,A,530005.0
INE383H01017,MALUPAPER,MALU PAPER MILLS LIMITED,BE,13355.0,MALUPAPER,MALU PAPER MILLS LIMITED,MALUPAPER,MALU PAPER MILLS LTD.,B,532728.0
INE383L01019,PARNAXLAB,PARNAX LAB LTD.,,,,,PARNAXLAB,PARNAX LAB LTD.,X,506128.0
INE384A01010,RANEHOLDIN,RANE HOLDINGS LIMITED,BE,6427.0,RANEHOLDIN,RANE HOLDINGS LIMITED,RANEHOLDIN,RANE HOLDINGS LTD.,B,505800.0
INE384C01016,YUKEN,YUKEN INDIA LIMITED,BE,5504.0,YUKEN,YUKEN INDIA LIMITED,YUKEN,YUKEN INDIA LTD.,B,522108.0
INE384D01022,SANPA,SANGAL PAPERS LTD.,,,,,SANPA,SANGAL PAPERS LTD.,XT,516096.0
INE385C01021,SARDAEN,SARDA ENERGY & MIN LTD,BE,17762.0,SARDAEN,SARDA ENERGY & MIN LTD,SARDAEN,SARDA ENERGY & MINERALS LTD.,A,504614.0
INE385D01029,TAHMARENT,TAHMAR ENTERPRISES LIMITED,,,,,TAHMARENT,TAHMAR ENTERPRISES LIMITED,X,516032.0
INE385F01024,SGMART,SG MART LIMITED,BE,758892.0,SGMART,SG MART LIMITED,SGMART,SG MART LIMITED,B,512329.0
INE385I01010,ALPA,ALPA LABORATORIES LTD,BE,14852.0,ALPA,ALPA LABORATORIES LTD,ALPA,ALPA LABORATORIES LTD.,B,532878.0
INE385M01012,SHRDAIS,SHARDA ISPAT LTD.,,,,,SHRDAIS,SHARDA ISPAT LTD.,X,513548.0
INE385O01018,FROG,FROG CELLSAT LIMITED,SM,11501.0,FROG,FROG CELLSAT LIMITED,,,,
INE385W01011,DCAL,DISHMAN CARBO AMCIS LTD,BE,21708.0,DCAL,DISHMAN CARBO AMCIS LTD,DCAL,Dishman Carbogen Amcis Limited,B,540701.0
INE386A01023,VESUVIUS,VESUVIUS INDIA LTD,BE,6295.0,VESUVIUS,VESUVIUS INDIA LTD,VESUVIUS,VESUVIUS INDIA LTD.,A,520113.0
INE386C01029,ASTRAMICRO,ASTRA MICROWAVE LTD,BE,11621.0,ASTRAMICRO,ASTRA MICROWAVE LTD,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,A,532493.0
INE386D01027,SBCL,SHIVALIK BIMETAL CON. LTD,BE,4670.0,SBCL,SHIVALIK BIMETAL CON. LTD,SBCL,SHIVALIK BIMETAL CONTROLS LTD.,B,513097.0
INE386I01018,PORWAL,PORWAL AUTO COMPONENTS LTD.,,,,,PORWAL,PORWAL AUTO COMPONENTS LTD.,X,532933.0
INE387401016,SUNSTRCHEM,SUNSTAR CHEMICALS LTD,EQ,4283.0,SUNSTRCHEM,SUNSTAR CHEMICALS LTD,,,,
INE387A01021,SUNDRMFAST,SUNDRAM FASTENERS LTD,BE,6319.0,SUNDRMFAST,SUNDRAM FASTENERS LTD,SUNDRMFAST,SUNDRAM FASTENERS LTD.,A,500403.0
INE387D01025,SSWRL,SHREE STEEL WIRE ROPES LTD.,,,,,SSWRL,SHREE STEEL WIRE ROPES LTD.,X,513488.0
INE387I01016,MAGNUM,MAGNUM VENTURES LTD.,BE,14961.0,MAGNUM,MAGNUM VENTURES LTD.,MAGNUM,MAGNUM VENTURES LTD.,B,532896.0
INE387I20016,MAGNUM-RE,MAGNUM VENTURES LIMITED,BE,22587.0,MAGNUM-RE,MAGNUM VENTURES LIMITED,,,,
INE388A01011,GANESHBENZ,GANESH BENZOPLAST LTD.,BE,6349.0,GANESHBENZ,GANESH BENZOPLAST LTD.,,,,
INE388A01029,GANESHBE,GANESH BENZOPLAST LIMITED,BE,5617.0,GANESHBE,GANESH BENZOPLAST LIMITED,GANESHBE,GANESH BENZOPLAST LTD.,B,500153.0
INE388C01017,MOHITPPR,MOHIT PAPER MILLS LTD.,,,,,MOHITPPR,MOHIT PAPER MILLS LTD.,X,530169.0
INE388G01018,TANTIACONS,TANTIA CONST LTD,BE,15297.0,TANTIACONS,TANTIA CONST LTD,,,,
INE388G01026,TICL,TWAMEV CONS AND INFRA LTD,BE,19503.0,TICL,TWAMEV CONS AND INFRA LTD,TICL,TwamevConstruction and Infrast,B,532738.0
INE388Y01029,NYKAA,FSN E COMMERCE VENTURES,BE,6547.0,NYKAA,FSN E COMMERCE VENTURES,NYKAA,FSN E-Commerce Ventures Limite,A,543384.0
INE389801015,AMRUTIND,AMRUT INDUSTRIES LTD,EQ,118.0,AMRUTIND,AMRUT INDUSTRIES LTD,,,,
INE389C01015,MALLCOM,MALLCOM (INDIA) LIMITED,BE,7976.0,MALLCOM,MALLCOM (INDIA) LIMITED,MALLCOM,MALLCOM (INDIA) LTD.,B,539400.0
INE389D01013,TCFCFINQ,TCFC FINANCE LTD.,,,,,TCFCFINQ,TCFC FINANCE LTD.,X,532284.0
INE389H01022,KEC,KEC INTL. LIMITED,BE,13261.0,KEC,KEC INTL. LIMITED,KEC,KEC INTERNATIONAL LTD.,A,532714.0
INE389K01018,WELINV,WELSPUN INV & COMM LTD,BE,19804.0,WELINV,WELSPUN INV & COMM LTD,,,,
INE390D01011,TERAI,TERAI TEA CO.LTD.,,,,,TERAI,TERAI TEA CO.LTD.,X,530533.0
INE390G01014,GPTINFRA,GPT INFRAPROJECTS LTD,BE,17689.0,GPTINFRA,GPT INFRAPROJECTS LTD,GPTINFRA,GPT INFRAPROJECTS LTD.,B,533761.0
INE390H01020,KAMDHENU,KAMDHENU LIMITED,BE,13461.0,KAMDHENU,KAMDHENU LIMITED,KAMDHENU,Kamdhenu Limited,B,532741.0
INE391C01011,WINSOMBR,WINSOME BREWERIES LTD.,,,,,WINSOMBR,WINSOME BREWERIES LTD.,X,526471.0
INE391D01019,TRF,TRF LIMITED,BE,17991.0,TRF,TRF LIMITED,TRF,TRF LTD.,B,505854.0
INE391J01032,JTLIND,JTL INDUSTRIES LIMITED,BE,7293.0,JTLIND,JTL INDUSTRIES LIMITED,JTLIND,JTL INDUSTRIES LIMITED,B,534600.0
INE391Z01012,CKFSL,COX & KINGS FIN SERV LTD,BE,9548.0,CKFSL,COX & KINGS FIN SERV LTD,,,,
INE392A01021,VISAKAIND,VISAKA INDUSTRIES LTD,BE,8150.0,VISAKAIND,VISAKA INDUSTRIES LTD,VISAKAIND,VISAKA INDUSTRIES LTD.,T,509055.0
INE392B01011,PNC,PRITISH NANDY COMMUNICATI,BE,9346.0,PNC,PRITISH NANDY COMMUNICATI,PNC,PRITISH NANDY COMMUNICATIONS L,T,532387.0
INE392G01028,MAINFRA,MARUTI INFRASTRUCTURE LTD.,,,,,MAINFRA,MARUTI INFRASTRUCTURE LTD.,X,531540.0
INE393A01011,DELTAMAGNT,DELTA MANUFACTURING LTD,BE,7909.0,DELTAMAGNT,DELTA MANUFACTURING LTD,DELTAMAGNT,DELTA MANUFACTURING LIMITED,B,504286.0
INE393D01015,SCANPRO,SCAN PROJECTS LTD.,,,,,SCANPRO,SCAN PROJECTS LTD.,XT,531797.0
INE393F01010,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,,,,,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,X,534338.0
INE393H01016,KAPILCO,KAPIL COTEX LTD.,,,,,KAPILCO,KAPIL COTEX LTD.,X,512036.0
INE393P01035,DIAMONDYD,PRATAAP SNACKS LIMITED,BE,21844.0,DIAMONDYD,PRATAAP SNACKS LIMITED,DIAMONDYD,Prataap Snacks Limited,B,540724.0
INE394C01023,LANDMARC,LANDMARC LEISURE CORPORATION L,,,,,LANDMARC,LANDMARC LEISURE CORPORATION L,XT,532275.0
INE395A01016,BSELINFRA,BSEL INFRASTRUCTURE REALT,BE,9651.0,BSELINFRA,BSEL INFRASTRUCTURE REALT,BSELALGO,BSEL ALGO LIMITED,X,532123.0
INE395B01048,GVFILM,GV FILMS LTD.,,,,,GVFILM,GV FILMS LTD.,Z,523277.0
INE395F01023,STELLANT,STELLANT SECURITIES (INDIA) LT,,,,,STELLANT,STELLANT SECURITIES (INDIA) LT,XT,526071.0
INE395H01011,STEELCITY,STEEL CITY SECURITIES LTD,BE,10424.0,STEELCITY,STEEL CITY SECURITIES LTD,,,,
INE395N01027,TVSSCS,TVS SUPPLY CHAIN SOL L,BE,18153.0,TVSSCS,TVS SUPPLY CHAIN SOL L,TVSSCS,TVS Supply Chain Solutions Lim,A,543965.0
INE395U01014,NINSYS,NINTEC SYSTEMS LIMITED,BE,14197.0,NINSYS,NINTEC SYSTEMS LIMITED,NINSYS,NINtec Systems Limited,B,539843.0
INE396C01010,NEIL,Neil Industries Ltd.,,,,,NEIL,Neil Industries Ltd.,XT,539016.0
INE396H01019,CHECKPOINT,Checkpoint Trends Limited,,,,,CHECKPOINT,Checkpoint Trends Limited,XT,531099.0
INE397C01026,SHREESEC,Shree Securities Ltd.,,,,,SHREESEC,Shree Securities Ltd.,X,538975.0
INE397D01024,BHARTIARTL,BHARTI AIRTEL LIMITED,BE,14077.0,BHARTIARTL,BHARTI AIRTEL LIMITED,BHARTIARTL,BHARTI AIRTEL LTD.,A,532454.0
INE397D20024,AIRTEL-RE,BHARTI AIRTEL LIMITED-RE,BE,5950.0,AIRTEL-RE,BHARTI AIRTEL LIMITED-RE,,,,
INE397G01019,DUKEOFS,DUKE OFFSHORE LTD.,,,,,DUKEOFS,DUKE OFFSHORE LTD.,X,531471.0
INE397H01017,LOKESHMACH,LOKESH MACHINES LTD,BE,13439.0,LOKESHMACH,LOKESH MACHINES LTD,LOKESHMACH,LOKESH MACHINES LTD.,B,532740.0
INE398A01010,VENKEYS,VENKY S (INDIA) LIMITED,BE,6360.0,VENKEYS,VENKY S (INDIA) LIMITED,VENKEYS,VENKYS (INDIA) LTD.,B,523261.0
INE398B01018,UMIYA-MRO,UMIYA BUILDCON LIMITED,BE,9002.0,UMIYA-MRO,UMIYA BUILDCON LIMITED,UMIYA-MRO,UMIYA BUILDCON LIMITED,B,532376.0
INE398C01016,PHOSPHATE,The Phosphate Company Limited,,,,,PHOSPHATE,The Phosphate Company Limited,X,542123.0
INE398F01019,STRGRENWO,STERLING GREEN WOODS LTD.,,,,,STRGRENWO,STERLING GREEN WOODS LTD.,X,526500.0
INE398H01015,TRUSTEDGE,Trustedge Capital Limited,,,,,TRUSTEDGE,Trustedge Capital Limited,XT,532056.0
INE398L01017,KANCOTEA,KANCO TEA & INDUSTRIES LIMITED,,,,,KANCOTEA,KANCO TEA & INDUSTRIES LIMITED,X,541005.0
INE398R01022,SYNGENE,SYNGENE INTERNATIONAL LTD,BE,10244.0,SYNGENE,SYNGENE INTERNATIONAL LTD,SYNGENE,Syngene International Limited,A,539268.0
INE399C01030,SUPRAJIT,SUPRAJIT ENGINEERING LTD,BE,11692.0,SUPRAJIT,SUPRAJIT ENGINEERING LTD,SUPRAJIT,SUPRAJIT ENGINEERING LTD.,B,532509.0
INE399G01023,RKFORGE,RAMKRISHNA FORGINGS LTD,BE,11414.0,RKFORGE,RAMKRISHNA FORGINGS LTD,RKFORGE,RAMKRISHNA FORGINGS LTD.,A,532527.0
INE399K01017,RTNPOWER,RATTANINDIA POWER LIMITED,BE,17524.0,RTNPOWER,RATTANINDIA POWER LIMITED,RTNPOWER,RATTANINDIA POWER LTD.,A,533122.0
INE399L01023,ATGL,ADANI TOTAL GAS LIMITED,BE,6074.0,ATGL,ADANI TOTAL GAS LIMITED,ATGL,ADANI TOTAL GAS LIMITED,A,542066.0
INE400A01014,TUTICORALK,TUTICORIN ALKALI-DEP SETT,BE,6387.0,TUTICORALK,TUTICORIN ALKALI-DEP SETT,TUTIALKA,TUTICORIN ALKALI CHEMICALS AND,B,506808.0
INE400B01020,VIRGOGLOB,Virgo Global Limited,,,,,VIRGOGLOB,Virgo Global Limited,X,532354.0
INE400G01011,HRYNSHP,HARIYANA SHIP BREAKERS LTD.,,,,,HRYNSHP,HARIYANA SHIP BREAKERS LTD.,X,526931.0
INE400H01019,ADHUNIK,ADHUNIK METALIKS LTD.,BE,13350.0,ADHUNIK,ADHUNIK METALIKS LTD.,,,,
INE400R01018,SIIL,Sabrimala Industries India Lim,,,,,SIIL,Sabrimala Industries India Lim,X,540132.0
INE401B01010,RESPONSINF,RESPONSE INFORMATICS LTD,,,,,RESPONSINF,RESPONSE INFORMATICS LTD,X,538273.0
INE401H01017,KKCL,KEWAL KIRAN CLOTHING LTD,BE,13385.0,KKCL,KEWAL KIRAN CLOTHING LTD,KKCL,KEWAL KIRAN CLOTHING LTD.,B,532732.0
INE401Z01019,FRATELLI,Fratelli Vineyards Limited,,,,,FRATELLI,Fratelli Vineyards Limited,X,541741.0
INE402A01010,SHAWALLACE,SHAW  WALLACE & CO - DEPO,BE,6524.0,SHAWALLACE,SHAW  WALLACE & CO - DEPO,,,,
INE402H01015,SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,,,,,SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,X,526981.0
INE402Y01028,STL,Shreeji Translogistics Limited,,,,,STL,Shreeji Translogistics Limited,B,540738.0
INE403B01016,GCKL,GALAXY CLOUD KITCHENS LIMITED,,,,,GCKL,GALAXY CLOUD KITCHENS LIMITED,XT,506186.0
INE403C01014,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,,,,,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,X,505737.0
INE403F01017,THAKDEV,THAKKERS DEVELOPERS LTD.,,,,,THAKDEV,THAKKERS DEVELOPERS LTD.,X,526654.0
INE403Q07CM2,950KFIL26,KFIL-9.5-17-4-26-NCD,,,,,950KFIL26,KFIL-9.5-17-4-26-NCD,F,937935.0
INE403Q07CU5,95KFL26,KFL-9.5%-10-8-26-NCD,,,,,95KFL26,KFL-9.5%-10-8-26-NCD,F,938123.0
INE403Q07EC9,KFLZC28C,KFL-ZC-17-7-28-NCD,,,,,KFLZC28C,KFL-ZC-17-7-28-NCD,F,939166.0
INE403Q07EM8,10KFL28A,KFL-10%-25-4-28-NCD,,,,,10KFL28A,KFL-10%-25-4-28-NCD,F,939427.0
INE403Q07FT0,KFL240725,KFL-23-1-27-NCD,,,,,KFL240725,KFL-23-1-27-NCD,F,940483.0
INE403Q07FV6,KFL240725E,KFL-23-7-32-NCD,,,,,KFL240725E,KFL-23-7-32-NCD,F,940503.0
INE403Q07GC4,1062KFLD28,KFLD-10.62%-7-2-28-PVT,,,,,1062KFLD28,KFLD-10.62%-7-2-28-PVT,F,977001.0
INE403Q08225,KFLZC28,KFL-ZC-22-1-28-NCD,,,,,KFLZC28,KFL-ZC-22-1-28-NCD,F,937401.0
INE403Y01018,INNOVANA,INNOVANA THINKLABS LTD,BE,27773.0,INNOVANA,INNOVANA THINKLABS LTD,INNOVANA,Innovana Thinklabs Limited,T,544302.0
INE404A01024,ABSLAMC,ADIT BIRL SUN LIF AMC LTD,BE,6021.0,ABSLAMC,ADIT BIRL SUN LIF AMC LTD,ABSLAMC,Aditya Birla Sun Life AMC Limi,A,543374.0
INE404B01022,LASTMILE,LAST MILE ENTERPRISES LIMITED,,,,,LASTMILE,LAST MILE ENTERPRISES LIMITED,X,526961.0
INE404F01031,TTIENT,TTI ENTERPRISE LTD,,,,,TTIENT,TTI ENTERPRISE LTD,X,538597.0
INE404L01039,ESARIND,ESAAR (INDIA) LTD.,,,,,ESARIND,ESAAR (INDIA) LTD.,X,531502.0
INE405A01013,ULTRMARINE,ULTRMARINE & PIGMENT LTD,BE,6658.0,ULTRMARINE,ULTRMARINE & PIGMENT LTD,,,,
INE405A01021,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.,,,,,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.,B,506685.0
INE405C01035,LINCOLN,LINCOLN PHARMA LTD,BE,11600.0,LINCOLN,LINCOLN PHARMA LTD,LINCOLN,LINCOLN PHARMACEUTICALS LTD.,B,531633.0
INE405E01023,UNOMINDA,UNO MINDA LIMITED,BE,14158.0,UNOMINDA,UNO MINDA LIMITED,UNOMINDA,UNO Minda Limited,A,532539.0
INE405E20015,MINDA-RE,MINDA INDUSTRIES RE,BE,22386.0,MINDA-RE,MINDA INDUSTRIES RE,,,,
INE405H01018,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,,,,,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,X,531380.0
INE405Y01021,GOLDSTAR,GOLDSTAR POWER LIMITED,SM,1.0,GOLDSTAR,GOLDSTAR POWER LIMITED,,,,
INE406A01037,AUROPHARMA,AUROPHARMA-DEP SETT,BE,6406.0,AUROPHARMA,AUROPHARMA-DEP SETT,AUROPHARMA,AUROBINDO PHARMA LTD.,A,524804.0
INE406F01010,VRL,VASUNDHARA RASAYANS LTD,,,,,VRL,VASUNDHARA RASAYANS LTD,X,538634.0
INE406M01024,ERIS,ERIS LIFESCIENCES LIMITED,BE,21158.0,ERIS,ERIS LIFESCIENCES LIMITED,ERIS,Eris Lifesciences Limited,A,540596.0
INE406N01014,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,,,,,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,X,503624.0
INE407P01017,ICL,Indo Cotspin Limited,,,,,ICL,Indo Cotspin Limited,X,538838.0
INE408F01024,SHANTAI,Shantai Industries Limited,,,,,SHANTAI,Shantai Industries Limited,X,512297.0
INE409A01015,THIRUSUGAR,THIRU AROORAN SUGARS LTD.,BE,6383.0,THIRUSUGAR,THIRU AROORAN SUGARS LTD.,,,,
INE409B01013,SWELECTES,SWELECT ENERGY SYS LTD,BE,11912.0,SWELECTES,SWELECT ENERGY SYS LTD,SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,B,532051.0
INE410A01013,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,,,,,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,X,522152.0
INE410B01037,VINATIORGA,VINATI ORGANICS LTD,BE,17368.0,VINATIORGA,VINATI ORGANICS LTD,VINATIORGA,VINATI ORGANICS LTD.,A,524200.0
INE410D01017,RAMGOPOLY,RAMGOPAL POLYTEX LIMITED,BE,10053.0,RAMGOPOLY,RAMGOPAL POLYTEX LIMITED,RAMGOPOLY,RAMGOPAL POLYTEX LTD.,XT,514223.0
INE410E01015,MCLTD,MUNOTH COMMUNICATION LIMITED,,,,,MCLTD,MUNOTH COMMUNICATION LIMITED,X,511401.0
INE410G01010,DIVSHKT,DIVYASHAKTI LIMITED,,,,,DIVSHKT,DIVYASHAKTI LIMITED,X,526315.0
INE410M01018,SOUTLAT,SOUTHERN LATEX LTD.,,,,,SOUTLAT,SOUTHERN LATEX LTD.,XT,514454.0
INE410P01011,NH,NARAYANA HRUDAYALAYA LTD.,BE,11849.0,NH,NARAYANA HRUDAYALAYA LTD.,NH,Narayana Hrudayalaya Limited,A,539551.0
INE411B01019,VENUSREM,VENUS REMEDIES LIMITED,BE,13856.0,VENUSREM,VENUS REMEDIES LIMITED,VENUSREM,VENUS REMEDIES LTD.,B,526953.0
INE411D01015,SKMEGGPROD,SKM EGG PROD-ROLL SETT,BE,10056.0,SKMEGGPROD,SKM EGG PROD-ROLL SETT,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA,T,532143.0
INE411F01010,KAMAHOLD,KAMA HOLDINGS LIMITED,,,,,KAMAHOLD,KAMA HOLDINGS LIMITED,A,532468.0
INE411H01032,RSYSTEMS,R SYS INTERNATIONAL LTD,BE,13418.0,RSYSTEMS,R SYS INTERNATIONAL LTD,RSYSTEMS,R SYSTEMS INTERNATIONAL LTD.,B,532735.0
INE411U01027,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,BE,6869.0,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,BAJAJHCARE,Bajaj Healthcare Limited,B,539872.0
INE411Y01011,DIL,DEBOCK INDUSTRIES LIMITED,BE,8665.0,DIL,DEBOCK INDUSTRIES LIMITED,,,,
INE411Y20011,DIL-RE,DEBOCK INDUSTRIES LIMITED,BE,16721.0,DIL-RE,DEBOCK INDUSTRIES LIMITED,,,,
INE412C01023,JMA,JULLUNDUR MOT AGENCY LTD,BE,7113.0,JMA,JULLUNDUR MOT AGENCY LTD,,,,
INE412D01013,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,,,,,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,X,512437.0
INE412E01011,ORGCOAT,ORGANIC COATINGS LTD.,,,,,ORGCOAT,ORGANIC COATINGS LTD.,X,531157.0
INE412G01024,BCLIND,BCL INDUSTRIES LIMITED,BE,2521.0,BCLIND,BCL INDUSTRIES LIMITED,BCLIND,BCL INDUSTRIES LIMITED,B,524332.0
INE412J01010,SAMRATFORG,Samrat Forgings Limited,,,,,SAMRATFORG,Samrat Forgings Limited,X,543229.0
INE412U01025,BIGBLOC,BIGBLOC CONSTRUCTION LTD,BE,18435.0,BIGBLOC,BIGBLOC CONSTRUCTION LTD,BIGBLOC,Bigbloc Construction Limited,B,540061.0
INE413B01023,RUCHINFRA,RUCHI INFRASTRUCTURE LTD,BE,8423.0,RUCHINFRA,RUCHI INFRASTRUCTURE LTD,RUCHINFRA,RUCHI INFRASTRUCTURE LTD.,B,509020.0
INE413C01013,SIPL,SHELTER INFRA PROJECTS LTD.,,,,,SIPL,SHELTER INFRA PROJECTS LTD.,X,526839.0
INE413D01011,ARIHANT,ARIHANT FOUN & HOU LTD,BE,13889.0,ARIHANT,ARIHANT FOUN & HOU LTD,ARIHANT,ARIHANT FOUNDATIONS & HOUSING,XT,531381.0
INE413F01016,DEL,Dhanashree Electronics Limited,,,,,DEL,Dhanashree Electronics Limited,XT,542679.0
INE413G01022,TPLPLASTEH,TPL PLASTECH LIMITED,BE,9223.0,TPLPLASTEH,TPL PLASTECH LIMITED,TPLPLASTEH,TPL PLASTECH LTD.,B,526582.0
INE413X01035,7NR,7NR Retail Limited,,,,,7NR,7NR Retail Limited,X,540615.0
INE414A01015,MADRASFERT,MADRAS FERTILISERS LTD,BE,6512.0,MADRASFERT,MADRAS FERTILISERS LTD,MADRASFERT,Madras Fertilizer Limited,B,590134.0
INE414B01021,ANTGRAPHIC,ANTARCTICA LTD,BE,8285.0,ANTGRAPHIC,ANTARCTICA LTD,,,,
INE414C01045,GREENCREST,GREENCREST FINANCIAL SERVICES,,,,,GREENCREST,GREENCREST FINANCIAL SERVICES,X,531737.0
INE414D01027,BHAGCHEM,BHAGIRADHA CHEM & INDS L,BE,6174.0,BHAGCHEM,BHAGIRADHA CHEM & INDS L,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTR,B,531719.0
INE414D20019,BCIL-RE,BHAGIRADHA CHEM & IND LTD,BE,9003.0,BCIL-RE,BHAGIRADHA CHEM & IND LTD,,,,
INE414G01012,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,BE,23654.0,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,MUTHOOT FINANCE LTD.,A,533398.0
INE414G07FI1,MFOPTVI24,MFL-OVI-5-11-25-NCD,,,,,MFOPTVI24,MFL-OVI-5-11-25-NCD,F,937319.0
INE414G07FO9,MFLVI26,MFL-VI-11-1-26-NCD,,,,,MFLVI26,MFL-VI-11-1-26-NCD,F,937359.0
INE414G07FV4,MFLVI31F,MFL-VI-20-4-31-NCD,,,,,MFLVI31F,MFL-VI-20-4-31-NCD,F,937469.0
INE414G07GE8,MFLII27B,MFL-II-5-5-27-NCD,,,,,MFLII27B,MFL-II-5-5-27-NCD,F,938011.0
INE414G07GX8,MFLIV25,MFL-3-11-25-NCD,,,,,MFLIV25,MFL-3-11-25-NCD,F,938262.0
INE414G07HA4,MFLTDVI25,MFL-3-11-25-NCD,,,,,MFLTDVI25,MFL-3-11-25-NCD,F,938266.0
INE414G07HD8,760MFL25,MFL-7.60%-23-12-25-NCD,,,,,760MFL25,MFL-7.60%-23-12-25-NCD,F,938288.0
INE414G07HY4,775MFL2026,MFL-7.75%-3-6-26-NCD,,,,,775MFL2026,MFL-7.75%-3-6-26-NCD,F,938550.0
INE414G07HZ1,785MFL2028,MFL-7.85%-3-6-28-NCD,,,,,785MFL2028,MFL-7.85%-3-6-28-NCD,F,938552.0
INE414G07IB0,8MFL2026,MFL-8%-3-6-26-NCD,,,,,8MFL2026,MFL-8%-3-6-26-NCD,F,938556.0
